Company,TypeName,Inches,Ram,Weight,Price,Touchscreen,IPS,PPI,Retina,Cpu_name,Cpu_clock_speed,HDD,SSD,Hybrid,Flash_storage,Gpu_brand,OS,predicted_price
HP,Notebook,15.6,4,2.1,35616.6144,0,0,100,0,Intel Core i3,2.4,500,0,0,0,Intel,Windows,31003.668
Acer,Notebook,14.0,4,1.6,17529.12,0,0,157,0,other Intel processors,1.1,0,0,0,32,Intel,Windows,15960.645
MSI,Gaming,17.3,16,4.1,117162.72,0,0,127,0,Intel Core i7,2.7,1024,128,0,0,Nvidia,Windows,117458.18
Dell,Notebook,15.6,4,2.2,24775.2,0,0,100,0,Intel Core i3,2.0,1024,0,0,0,AMD,Linux/Android/Chrome OS/No OS,25250.193
MSI,Gaming,15.6,16,1.8,122490.72,0,0,282,0,Intel Core i7,2.8,2048,256,0,0,Nvidia,Windows,122180.99
Toshiba,Notebook,15.6,8,2.2,74538.72,0,1,141,0,Intel Core i7,2.5,0,256,0,0,Intel,Windows,63349.074
Lenovo,Notebook,15.6,6,2.4,30049.92,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,29829.756
Lenovo,2 in 1 Convertible,15.6,8,2.0,69210.72,1,1,141,0,Intel Core i7,2.8,0,256,0,0,Intel,Windows,71439.91
Acer,Notebook,14.0,4,1.6,18594.72,0,0,112,0,other Intel processors,1.6,0,0,0,128,Intel,Windows,17935.25
Lenovo,Notebook,15.6,32,2.5,261018.72,0,1,282,0,Intel Xeon,3.1,0,1024,0,0,Nvidia,Windows,243390.62
Dell,Gaming,15.6,16,2.6,46833.6528,0,0,141,0,Intel Core i7,2.6,1024,0,0,0,Nvidia,Windows,60674.28
Dell,Notebook,15.6,4,2.2,23650.992,0,0,100,0,Intel Core i3,2.0,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,23492.664
Dell,Notebook,15.6,4,2.2,19127.52,0,0,100,0,Intel Core i3,2.0,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,23492.664
Dell,Notebook,15.6,4,1.9,46300.32,0,0,100,0,Intel Core i5,2.6,500,0,0,0,Intel,Linux/Android/Chrome OS/No OS,33428.652
Asus,Gaming,17.3,8,3.0,62231.04,0,0,127,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,66283.92
Dell,Notebook,15.6,4,2.2,30316.32,0,0,141,0,Intel Core i5,2.5,0,128,0,0,AMD,Linux/Android/Chrome OS/No OS,29399.375
HP,Ultrabook,15.6,8,1.8,74005.92,0,0,141,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,74330.46
MSI,Gaming,15.6,16,2.9,120831.5808,0,0,141,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,101831.47
Acer,2 in 1 Convertible,11.6,4,1.2,20193.12,1,1,135,0,other Intel processors,1.6,0,0,0,32,Intel,Linux/Android/Chrome OS/No OS,19841.418
HP,Notebook,14.0,8,2.3,59886.72,0,0,112,0,Intel Core i5,2.6,0,256,0,0,Intel,Windows,58148.566
Lenovo,Notebook,14.0,8,1.6,78055.2,0,0,157,0,Intel Core i5,2.3,0,256,0,0,Intel,Windows,64719.08
Dell,Notebook,15.6,4,2.2,41345.28,0,0,141,0,Intel Core i5,1.6,1024,0,0,0,AMD,Windows,34688.535
Fujitsu,Notebook,15.6,8,2.2,42570.72,0,0,100,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,39651.496
HP,Notebook,15.6,4,1.9,49656.96,0,0,100,0,Intel Core i5,2.3,500,0,0,0,Intel,Windows,40672.484
Lenovo,Notebook,15.6,8,2.2,47898.72,0,0,141,0,Intel Core i7,2.7,1024,0,0,0,Nvidia,Windows,45203.95
Mediacom,Notebook,14.0,2,1.4,12733.92,0,0,157,0,other Intel processors,1.44,0,0,0,32,Intel,Windows,11877.741
Lenovo,Notebook,15.6,4,2.2,24935.04,0,0,141,0,Intel Core i5,2.5,0,128,0,0,Intel,Linux/Android/Chrome OS/No OS,25888.555
Asus,2 in 1 Convertible,13.3,6,1.5,34046.4528,1,0,166,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,35435.27
Dell,Notebook,15.6,8,2.0,96969.6,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,76043.47
Asus,Ultrabook,14.0,16,1.1,101232.0,0,0,157,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,102532.02
Dell,Gaming,15.6,16,2.6,78801.12,0,0,141,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,80615.42
Lenovo,Notebook,15.6,4,1.8,44169.12,0,0,141,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,41042.21
Lenovo,Notebook,15.6,4,2.2,30849.12,0,0,141,0,Intel Core i3,2.0,1024,0,0,0,Nvidia,Windows,26305.77
Asus,Notebook,15.6,8,2.0,21258.72,0,0,100,0,other Intel processors,1.1,1024,0,0,0,Intel,Windows,21375.084
Asus,Notebook,15.6,8,2.0,48304.7136,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Nvidia,Windows,42507.934
Dell,Ultrabook,13.3,8,1.2,99580.32,1,0,276,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,86540.86
Lenovo,Notebook,14.0,2,1.4,13266.72,0,0,112,0,other Intel processors,1.6,0,0,0,32,Intel,Windows,13509.216
Lenovo,2 in 1 Convertible,13.3,8,1.4,93635.3376,1,1,166,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,82826.625
Dell,Notebook,15.6,16,2.1,127818.72,1,0,282,0,Intel Core i7,2.8,0,1024,0,0,Nvidia,Windows,145127.42
Lenovo,Gaming,15.6,8,2.5,59087.52,0,1,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,61634.75
HP,Notebook,17.0,8,2.6,27753.552,0,0,108,0,other AMD processors,3.0,1024,0,0,0,AMD,Windows,29052.398
Lenovo,Ultrabook,14.0,16,1.1,130536.0,0,1,157,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,115923.03
Asus,Gaming,15.6,8,2.5,62284.32,0,1,141,0,Intel Core i7,2.8,1024,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,51143.17
Acer,Notebook,15.6,4,2.4,23976.0,0,0,100,0,Intel Core i3,2.0,500,0,0,0,Intel,Windows,24231.654
Lenovo,Notebook,14.0,4,1.4,14598.72,0,0,112,0,other Intel processors,1.6,0,0,0,32,Intel,Windows,15369.431
Acer,Ultrabook,14.0,8,1.8,48964.32,0,1,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,55660.484
Razer,Gaming,14.0,16,2.0,138474.72,0,0,157,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,127970.84
Toshiba,Notebook,13.3,8,1.2,64628.64,0,0,166,0,Intel Core i5,2.3,0,256,0,0,Intel,Windows,74283.98
Lenovo,Ultrabook,12.5,8,1.4,84395.52,0,1,176,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,80949.01
Asus,Gaming,17.3,32,3.8,149130.72,0,1,127,0,Intel Core i7,2.7,0,512,0,0,Nvidia,Windows,126299.25
Acer,Gaming,15.6,8,2.4,37775.52,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,38322.227
Dell,Ultrabook,13.3,8,1.2,77250.672,0,0,166,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,70166.125
MSI,Gaming,15.6,8,2.2,63499.10399999999,0,0,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,65365.473
HP,Notebook,15.6,4,1.9,19441.872,0,0,100,0,Intel Core i3,2.0,500,0,0,0,Intel,Linux/Android/Chrome OS/No OS,18258.822
Toshiba,Notebook,15.6,8,2.0,56689.92,0,1,141,0,Intel Core i5,2.5,500,0,0,0,Intel,Windows,53821.832
Dell,Notebook,15.6,8,2.2,48964.32,0,0,141,0,Intel Core i7,1.8,0,256,0,0,AMD,Windows,47812.414
Dell,Notebook,15.6,16,2.2,60472.8,0,0,141,0,Intel Core i7,1.8,2048,256,0,0,AMD,Windows,63210.87
Lenovo,Gaming,15.6,8,3.3,63722.88,0,1,141,0,Intel Core i7,2.6,1024,128,0,0,Nvidia,Windows,63534.58
Dell,Gaming,17.3,32,4.4,167691.8736,0,1,255,0,Intel Core i7,2.8,1024,512,0,0,Nvidia,Windows,182949.48
Dell,Notebook,14.0,8,1.6,65481.12,0,0,157,0,Intel Core i5,2.4,0,256,0,0,Intel,Windows,67107.68
Lenovo,Notebook,15.6,4,2.2,22324.32,0,0,100,0,other Intel processors,1.1,500,0,0,0,Intel,Windows,17233.379
Lenovo,Notebook,15.6,4,2.2,28504.8,0,0,141,0,Intel Core i5,2.3,500,0,0,0,Intel,Windows,36769.027
HP,Notebook,15.6,6,2.0,28717.92,0,0,141,0,Intel Core i3,2.0,1024,0,0,0,AMD,Windows,29357.49
MSI,Gaming,17.3,8,2.7,79215.1056,0,0,127,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,69756.99
Toshiba,Notebook,15.6,4,2.1,26533.44,0,0,100,0,Intel Core i3,2.1,0,128,0,0,Intel,Windows,27485.23
Dell,Notebook,15.6,8,2.1,50882.4,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,37657.312
HP,Notebook,15.6,8,2.1,39693.6,0,0,141,0,Intel Core i7,2.7,1024,0,0,0,AMD,Windows,44251.402
Toshiba,Notebook,15.6,8,2.0,67026.23999999999,0,1,141,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,62657.805
Acer,Notebook,15.6,4,2.1,21951.36,0,0,100,0,Intel Core i3,2.0,0,128,0,0,Intel,Linux/Android/Chrome OS/No OS,20246.152
Microsoft,Ultrabook,13.5,8,1.3,99519.048,1,0,201,0,Intel Core i7,2.8,0,256,0,0,Intel,Windows,99961.445
Lenovo,Notebook,15.6,8,1.9,43580.376,0,0,141,0,Intel Core i5,2.5,1024,128,0,0,AMD,Windows,45264.086
Lenovo,2 in 1 Convertible,13.3,8,1.3,55091.52,1,1,166,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,71735.52
Lenovo,Notebook,15.6,4,2.2,18594.72,0,0,100,0,other AMD processors,2.2,0,128,0,0,AMD,Windows,19312.953
HP,2 in 1 Convertible,14.0,4,1.6,37242.72,1,1,157,0,Intel Core i3,2.4,0,128,0,0,Nvidia,Windows,36847.133
MSI,Gaming,15.6,16,2.4,68944.31999999999,0,0,141,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,87309.74
Asus,Ultrabook,14.0,8,1.1,60472.8,0,0,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,74224.28
HP,2 in 1 Convertible,11.6,8,1.4,26373.6,1,0,135,0,other Intel processors,1.1,0,0,0,64,Intel,Linux/Android/Chrome OS/No OS,29458.932
LG,Ultrabook,15.6,8,1.1,122490.72,0,1,141,0,Intel Core i7,1.8,0,512,0,0,Intel,Windows,92717.99
Acer,Gaming,15.6,16,2.5,69210.72,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,62350.285
MSI,Gaming,15.6,8,2.2,53168.112,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,56483.44
Asus,Notebook,15.6,4,1.9,22324.32,0,0,100,0,other Intel processors,1.1,0,128,0,0,Intel,Windows,19306.857
Dell,Gaming,15.6,16,3.2,109277.28,0,0,141,0,Intel Core i5,2.5,1024,128,0,0,Nvidia,Windows,84795.01
HP,Notebook,17.3,4,2.5,37242.72,0,1,127,0,Intel Core i3,2.0,0,256,0,0,AMD,Windows,37377.63
Lenovo,2 in 1 Convertible,13.3,8,1.2,79866.72,1,1,166,0,Intel Core i7,1.8,0,512,0,0,Intel,Windows,83194.19
Dell,Gaming,15.6,16,3.5,149916.6,0,0,141,0,Intel Core i7,2.9,1024,256,0,0,Nvidia,Windows,139415.22
HP,Notebook,15.6,4,1.9,32639.8608,0,0,100,0,Intel Core i5,2.5,500,0,0,0,AMD,Windows,34276.586
Dell,Notebook,15.6,4,2.2,29073.297599999994,0,0,100,0,Intel Core i3,2.0,1024,0,0,0,AMD,Windows,28058.379
HP,Notebook,17.3,6,2.6,30316.32,0,1,127,0,other AMD processors,2.4,2048,0,0,0,AMD,Windows,35464.242
Lenovo,Notebook,15.6,4,2.1,16943.04,0,0,100,0,other Intel processors,1.6,500,0,0,0,Intel,Windows,17359.781
Acer,Notebook,14.0,4,1.4,19980.0,0,0,112,0,other Intel processors,1.6,0,0,0,32,Intel,Linux/Android/Chrome OS/No OS,17741.18
Lenovo,Notebook,14.0,4,1.7,37242.72,0,0,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,47376.18
HP,Workstation,17.3,8,3.1,101657.7072,0,0,127,0,Intel Core i7,2.8,500,0,0,0,Nvidia,Windows,122014.59
Lenovo,2 in 1 Convertible,14.0,8,1.4,137995.19999999998,1,0,210,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,114710.79
Toshiba,Notebook,13.3,8,1.5,51841.44,0,1,166,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,57179.836
Acer,Netbook,11.6,4,1.4,14332.32,0,0,135,0,other Intel processors,1.6,0,0,0,32,Intel,Windows,16734.14
Lenovo,2 in 1 Convertible,14.0,16,1.4,93186.72,1,0,157,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,101773.02
Asus,2 in 1 Convertible,12.5,4,1.2,35644.32,1,0,176,0,Intel Core M,0.9,0,0,0,64,Intel,Linux/Android/Chrome OS/No OS,37234.89
Toshiba,Ultrabook,13.3,16,1.4,100006.56,1,0,166,0,Intel Core i7,2.5,0,512,0,0,Intel,Windows,99852.54
HP,Notebook,15.6,4,2.1,36709.92,0,1,141,0,Intel Core i7,2.7,500,0,0,0,AMD,Windows,40314.69
Dell,Gaming,15.6,8,2.6,43636.32,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Nvidia,Windows,48215.27
Lenovo,Notebook,15.6,4,2.2,21258.72,0,0,141,0,other AMD processors,2.9,0,256,0,0,AMD,Windows,25275.875
Lenovo,Notebook,15.6,8,2.2,22857.12,0,0,100,0,other AMD processors,3.6,1024,0,0,0,AMD,Windows,27135.887
Lenovo,Notebook,15.6,4,2.1,33110.856,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,31977.033
Lenovo,Notebook,15.6,4,1.9,23976.0,0,0,100,0,Intel Core i3,2.0,500,0,0,0,Intel,Linux/Android/Chrome OS/No OS,18859.002
Dell,Notebook,15.6,8,2.2,42357.6,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,46401.75
Acer,2 in 1 Convertible,13.3,8,1.6,53226.72,1,1,166,0,Intel Core i5,1.6,0,256,0,0,Intel,Windows,40270.96
Lenovo,Workstation,15.6,16,2.2,98834.4,0,0,141,0,Intel Core i7,2.5,0,512,0,0,Nvidia,Windows,98682.914
Lenovo,Notebook,14.0,8,1.8,63456.48,0,0,157,0,Intel Core i5,2.3,0,256,0,0,Intel,Windows,65533.69
HP,Notebook,17.3,6,2.7,34898.932799999995,0,1,127,0,other AMD processors,2.5,2048,0,0,0,AMD,Windows,32748.992
Lenovo,Gaming,15.6,8,2.5,66546.72,0,1,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,61634.75
Dell,Notebook,14.0,8,1.6,58021.92,0,0,157,0,Intel Core i5,2.8,0,256,0,0,Nvidia,Linux/Android/Chrome OS/No OS,55496.543
Dell,Notebook,15.6,8,2.0,38681.28,0,0,141,0,Intel Core i5,2.5,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,33958.44
Asus,Notebook,14.0,4,1.5,15877.44,0,0,157,0,other Intel processors,1.1,0,0,0,32,Intel,Windows,15844.58
Dell,Notebook,15.6,16,1.9,76012.44480000001,0,0,141,0,Intel Core i5,2.6,0,512,0,0,Intel,Windows,82851.19
Lenovo,Notebook,14.0,8,1.9,45664.6896,0,1,157,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,55344.438
Dell,Notebook,15.6,8,1.9,62817.12,0,0,141,0,Intel Core i5,2.6,0,256,0,0,Intel,Windows,59159.26
Lenovo,Notebook,15.6,4,2.2,15877.44,0,0,100,0,other AMD processors,2.0,500,0,0,0,AMD,Windows,17407.295
Mediacom,Notebook,14.0,4,1.4,14119.2,0,1,162,0,other Intel processors,1.92,32,0,0,0,Intel,Windows,17212.486
HP,Notebook,17.3,8,2.6,63936.0,0,0,127,0,Intel Core i7,2.7,0,256,0,0,Nvidia,Windows,64112.32
Lenovo,Ultrabook,14.0,8,1.2,89864.1792,0,1,210,0,Intel Core i7,2.5,0,512,0,0,Intel,Windows,114602.54
HP,2 in 1 Convertible,13.3,8,1.6,44574.048,1,1,118,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,49729.945
Lenovo,Ultrabook,14.0,8,1.3,79866.72,0,1,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,79345.695
Dell,Gaming,17.3,32,4.4,194972.832,0,0,255,0,Intel Core i7,2.8,1024,1024,0,0,Nvidia,Windows,223854.23
MSI,Gaming,17.3,8,2.7,71847.0144,0,0,127,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,69756.99
Lenovo,Notebook,15.6,4,1.9,26101.872,0,0,100,0,Intel Core i5,2.5,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,23721.15
Dell,Notebook,15.6,8,2.2,38308.32,0,0,141,0,Intel Core i5,1.6,1024,128,0,0,AMD,Windows,44201.67
Dell,2 in 1 Convertible,13.3,4,1.7,34578.72,1,0,166,0,Intel Core i3,2.4,1024,0,0,0,Intel,Windows,33019.066
Dell,Notebook,15.6,8,2.3,31409.6256,0,0,100,0,Intel Core i5,2.5,1024,0,0,0,AMD,Linux/Android/Chrome OS/No OS,31557.807
HP,Notebook,15.6,4,2.1,26053.92,0,0,141,0,other AMD processors,3.0,1024,0,0,0,AMD,Windows,25676.607
Acer,Gaming,17.3,16,4.2,103096.8,0,1,127,0,Intel Core i7,2.6,1024,128,0,0,Nvidia,Windows,107888.12
Dell,Notebook,15.6,12,2.2,34578.72,0,0,100,0,Intel Core i5,2.5,1024,0,0,0,Intel,Windows,36993.04
HP,Notebook,15.6,6,2.1,34632.0,0,0,141,0,other AMD processors,3.0,1024,128,0,0,AMD,Windows,34196.07
Acer,Notebook,15.6,4,2.4,29783.52,0,0,100,0,Intel Core i5,2.5,500,0,0,0,Intel,Windows,33214.656
Lenovo,Notebook,13.3,8,1.4,51148.8,0,1,166,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,58298.605
Lenovo,Notebook,15.6,4,1.8,41505.12,0,0,141,0,Intel Core i7,2.7,1024,0,0,0,Intel,Windows,40917.387
HP,Workstation,15.6,16,2.6,128884.32,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,109103.875
Dell,2 in 1 Convertible,13.3,8,1.6,35111.52,1,0,166,0,Intel Core i5,1.6,1024,0,0,0,Intel,Windows,39600.48
MSI,Gaming,15.6,16,1.8,111593.8944,0,0,141,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,108774.64
Acer,Notebook,15.6,4,2.4,21887.424,0,0,100,0,Intel Core i3,2.0,500,0,0,0,Intel,Windows,24231.654
Dell,Notebook,15.6,8,2.0,64308.96,0,0,141,0,Intel Core i7,2.7,1024,128,0,0,Nvidia,Windows,62979.094
Dell,Notebook,15.6,8,2.0,35431.2,0,0,100,0,Intel Core i3,2.0,0,256,0,0,Intel,Windows,37025.016
Toshiba,Notebook,14.0,8,1.2,81784.8,1,1,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,76144.12
Lenovo,2 in 1 Convertible,14.0,8,1.7,53226.72,1,0,157,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,59251.863
Lenovo,Workstation,15.6,16,2.5,175770.72,0,1,282,0,Intel Core i7,2.8,0,1024,0,0,Nvidia,Windows,170529.94
Acer,Notebook,14.0,2,1.7,17582.399999999998,0,0,112,0,other Intel processors,1.6,0,0,0,32,Intel,Linux/Android/Chrome OS/No OS,14314.372
Samsung,Ultrabook,13.3,16,0.8,87858.72,0,0,166,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,98035.68
HP,Notebook,15.6,8,1.9,28717.92,0,0,141,0,Intel Core i3,2.0,0,256,0,0,Intel,Windows,32864.53
Dell,Notebook,14.0,8,1.6,60031.1088,0,0,112,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,52220.418
HP,Workstation,17.3,16,3.0,233845.92,0,1,127,0,Intel Xeon,2.9,0,256,0,0,Nvidia,Windows,208036.95
Lenovo,Netbook,11.6,4,1.4,25308.0,1,0,135,0,other Intel processors,1.6,0,128,0,0,Intel,Windows,23526.453
HP,Notebook,15.6,8,1.8,101232.0,0,0,141,0,Intel Core i5,2.4,0,256,0,0,Intel,Windows,70709.35
Asus,Notebook,15.6,4,2.4,30849.12,0,0,100,0,Intel Core i5,2.3,1024,0,0,0,Nvidia,Linux/Android/Chrome OS/No OS,30305.838
Lenovo,Ultrabook,14.0,4,1.7,58394.88,0,0,157,0,Intel Core i5,2.3,0,180,0,0,Intel,Windows,56062.113
Asus,Notebook,15.6,4,2.4,45282.672,0,0,100,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,39864.05
Lenovo,2 in 1 Convertible,13.3,8,1.3,63882.72,1,1,276,0,Intel Core i5,1.8,0,256,0,0,Intel,Windows,72668.32
HP,Notebook,15.6,8,2.2,58554.72,0,1,141,0,Intel Core i5,2.5,1024,128,0,0,Nvidia,Windows,50188.426
HP,Workstation,15.6,8,2.6,83170.08,0,0,141,0,Intel Core i7,2.6,0,256,0,0,Nvidia,Windows,100671.98
Dell,Gaming,15.6,16,4.4,152859.7872,0,1,282,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,132509.64
Acer,Notebook,15.6,4,2.1,31914.72,0,0,100,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,32262.549
Lenovo,Gaming,15.6,8,2.5,55837.44,0,1,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,61634.75
Dell,Ultrabook,12.5,16,1.2,99047.52,0,0,176,0,Intel Core i7,2.8,0,256,0,0,Intel,Windows,112861.84
Google,Ultrabook,12.3,8,1.1,83063.52,1,0,235,0,Intel Core i5,1.2,0,256,0,0,Intel,Linux/Android/Chrome OS/No OS,76057.83
Asus,Ultrabook,13.3,8,1.2,60153.12,0,1,276,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,56186.883
Dell,Notebook,13.3,4,1.6,45234.72,0,0,118,0,Intel Core i3,2.0,500,0,0,0,Intel,Windows,36208.92
Acer,Notebook,13.3,4,1.6,34898.4,0,0,118,0,Intel Core i5,2.3,0,128,0,0,Intel,Windows,42946.7
Asus,Notebook,17.3,4,2.8,25059.715199999995,0,0,91,0,other Intel processors,1.1,1024,0,0,0,Nvidia,Windows,25487.482
Dell,Gaming,15.6,16,2.7,58554.72,1,1,282,0,Intel Core i7,2.6,1024,128,0,0,Nvidia,Windows,63152.188
Samsung,Ultrabook,13.3,8,1.3,85194.72,1,0,166,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,77958.75
Acer,Notebook,15.6,4,2.1,15877.44,0,0,100,0,other Intel processors,1.1,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,16298.022
Dell,Notebook,15.6,16,2.3,62938.0656,0,0,141,0,Intel Core i7,2.7,0,256,0,0,AMD,Windows,63981.727
Samsung,2 in 1 Convertible,15.0,16,1.7,95850.72,1,0,147,0,Intel Core i7,2.7,0,256,0,0,AMD,Windows,80078.664
Toshiba,Notebook,14.0,4,1.8,54345.6,0,1,112,0,Intel Core i5,2.3,0,128,0,0,Intel,Windows,51178.742
Dell,Gaming,15.6,8,2.6,58554.72,0,0,141,0,Intel Core i7,2.8,1024,0,0,0,Nvidia,Windows,55741.656
HP,Ultrabook,12.5,4,1.3,66280.31999999999,0,0,125,0,Intel Core i5,2.3,0,256,0,0,Intel,Windows,78133.734
Asus,2 in 1 Convertible,15.6,12,2.3,44701.92,1,0,141,0,Intel Core i7,2.7,2048,0,0,0,Nvidia,Windows,47278.73
Lenovo,Notebook,15.6,16,2.5,126273.6,0,0,282,0,Intel Core i7,2.7,0,512,0,0,Nvidia,Windows,109244.22
Acer,Notebook,14.0,4,1.8,33886.08,0,1,157,0,Intel Core i3,2.4,0,128,0,0,Intel,Windows,31531.363
Razer,Gaming,14.0,16,2.0,154458.72,0,0,157,0,Intel Core i7,2.8,0,512,0,0,Nvidia,Windows,144356.08
Asus,Notebook,15.6,8,2.0,31003.632,0,0,141,0,other Intel processors,1.1,0,128,0,0,Intel,Windows,28088.738
Dell,Gaming,17.3,32,4.4,191211.264,0,1,127,0,Intel Core i7,2.8,1024,1024,0,0,Nvidia,Windows,204620.5
Asus,Gaming,17.3,16,4.3,125208.0,0,1,127,0,Intel Core i7,2.6,1024,256,0,0,Nvidia,Windows,105742.46
Toshiba,Ultrabook,14.0,16,1.5,93985.92,0,1,157,0,Intel Core i7,2.6,0,512,0,0,Nvidia,Windows,98409.71
Lenovo,Notebook,15.6,8,2.2,17529.12,0,0,100,0,other Intel processors,1.6,1024,0,0,0,Intel,Linux/Android/Chrome OS/No OS,17921.469
Lenovo,Ultrabook,14.0,16,1.7,122490.72,0,0,157,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,99491.43
MSI,Gaming,14.0,16,1.6,100752.48,0,1,157,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,92635.625
MSI,Gaming,15.6,8,2.2,58021.92,0,0,141,0,Intel Core i5,2.5,1024,128,0,0,Nvidia,Windows,58059.406
Lenovo,Gaming,15.6,4,2.4,53226.72,0,1,141,0,Intel Core i7,2.8,1024,0,0,0,Nvidia,Windows,48290.97
Acer,Gaming,17.3,16,4.2,122490.72,0,1,127,0,Intel Core i7,2.8,1024,256,0,0,Nvidia,Windows,121096.7
Dell,Gaming,15.6,8,2.6,52480.8,0,0,141,0,Intel Core i5,2.5,0,256,0,0,Nvidia,Windows,52997.21
Asus,Gaming,15.6,8,2.2,71341.92,0,0,141,0,Intel Core i7,2.8,1024,128,0,0,Nvidia,Windows,70650.984
Vero,Notebook,14.0,4,1.2,10810.512,0,0,157,0,other Intel processors,1.1,0,0,0,32,Intel,Windows,12974.612
Lenovo,2 in 1 Convertible,13.3,8,1.4,104961.6,1,1,166,0,Intel Core i7,2.7,0,512,0,0,Intel,Windows,95878.01
Lenovo,2 in 1 Convertible,15.6,8,2.1,51095.52,1,0,141,0,Intel Core i5,2.5,0,256,0,0,AMD,Windows,46632.695
Apple,Ultrabook,12.0,8,0.9,62071.2,0,1,226,1,Intel Core M,1.2,0,0,0,512,Intel,Mac,60881.785
Lenovo,2 in 1 Convertible,14.0,8,1.4,124142.4,1,1,210,0,Intel Core i5,2.5,0,256,0,0,Intel,Windows,102324.35
Asus,Notebook,14.0,4,1.6,15930.72,0,0,112,0,other Intel processors,1.1,0,0,0,32,Intel,Windows,16016.33
Dell,Notebook,15.6,8,2.0,43156.8,0,0,100,0,Intel Core i5,2.5,0,128,0,0,Intel,Windows,43546.945
Lenovo,2 in 1 Convertible,13.9,8,1.4,71874.72,1,1,158,0,Intel Core i7,2.7,0,256,0,0,Intel,Windows,82480.27
Dell,Notebook,15.6,8,2.0,39373.92,0,0,141,0,Intel Core i3,2.0,0,256,0,0,AMD,Windows,40230.43
HP,Workstation,15.6,8,3.1,110017.872,0,0,141,0,Intel Core i7,2.8,0,256,0,0,Nvidia,Windows,115512.17
